,A,Prob,P
24513,0,0.042477390605459436,0
35971,0,0.41427877345890535,1
33794,0,0.00885851051400987,0
2448,0,0.04082836633929107,0
22983,0,0.019712781769499352,0
36066,0,0.03563837653173819,0
9462,0,0.03650763990003828,0
20970,0,0.10170177708942887,0
41791,0,0.20995692325166618,1
22972,0,0.11053492979565115,0
29187,0,0.06779630708808485,0
20699,0,0.033661175337684764,0
38279,0,0.09694419702272594,0
39525,0,0.04900929479860661,0
24243,0,0.23033584099030915,1
15940,1,0.35138586210815304,1
10420,1,0.6690460413446396,1
33167,0,0.01710773181842657,0
29223,1,0.17584084639412761,0
20967,0,0.03123388342565473,0
16130,0,0.22302215486316068,1
28953,1,0.34804224962347646,1
42852,1,0.25001658807130595,1
19218,1,0.4560600109620649,1
9287,0,0.3136522850282607,1
16003,0,0.07155136057671521,0
34595,0,0.023843807206978054,0
8633,0,0.06752538274859392,0
382,1,0.540470201524285,1
39636,0,0.05538422041537279,0
43468,1,0.5464748197091248,1
5230,0,0.09302410311594343,0
38056,0,0.016685815013219262,0
35425,0,0.07728497289579524,0
20616,0,0.06804303101394715,0
44715,1,0.5167069719485485,1
15502,0,0.011381672059051096,0
1580,0,0.014903171204285515,0
14431,1,0.5123196678556561,1
44465,1,0.6869579590557658,1
41682,0,0.17062632277697465,0
26188,0,0.2755773194271693,1
18359,1,0.39301442382190194,1
7213,0,0.09589960254088249,0
31964,0,0.11182675861068608,0
40195,0,0.07150633879070711,0
15747,0,0.19088262742743267,0
15276,0,0.012794124244941906,0
11414,0,0.1962241628702519,0
7136,0,0.5670450640449978,1
40415,0,0.1677029617473417,0
28785,0,0.00614443816249937,0
6534,0,0.027860211138387082,0
34825,0,0.05791858500210422,0
4485,1,0.1313780936813687,0
20323,0,0.21108193510921258,1
7724,0,0.0275238876557816,0
8067,0,0.04895432428337945,0
506,0,0.1079375016563395,0
15148,0,0.015550735368209468,0
7838,0,0.2848124741744918,1
3774,0,0.3043285753557611,1
31336,0,0.06579168278114542,0
21741,0,0.09898815160570192,0
16899,0,0.22600187205865443,1
2303,0,0.1193740643679221,0
38236,0,0.07058652128983764,0
12096,0,0.2025985517858693,1
9032,0,0.1337446098302146,0
13515,0,0.3575141393026786,1
34026,0,0.04438590121117425,0
4077,0,0.1698203423691017,0
22618,0,0.2810623356293747,1
7054,0,0.02589532480252934,0
16359,0,0.0199248710718074,0
35794,0,0.023869703595006172,0
1425,1,0.5025309392619609,1
31713,0,0.09215809773611598,0
41373,0,0.10246646710377671,0
24554,0,0.03200708568361315,0
2854,0,0.11350532902514973,0
15285,0,0.0735425515448303,0
5647,1,0.2197526256943911,1
33397,0,0.05881308997599024,0
34566,0,0.018368471308237242,0
22955,0,0.31211838650248624,1
33504,0,0.22068563309421124,1
27223,1,0.5251658986527902,1
20686,0,0.45796448488522223,1
9602,0,0.11286068934680708,0
31260,1,0.17885695667647875,0
41226,0,0.6218450211298614,1
29079,0,0.08520022289938632,0
10740,1,0.5895694500900146,1
30318,0,0.43989917708164356,1
28167,0,0.9469189693009661,1
36263,0,0.01379870139532873,0
19251,1,0.2841986752429611,1
8315,0,0.14630549208725305,0
23878,0,0.20147538338736787,1
35262,0,0.41451070904671594,1
13241,0,0.028928997076387557,0
14084,0,0.12711692163587165,0
29249,1,0.5398909859911973,1
32708,0,0.1162294508914147,0
26355,1,0.20937423238175504,1
38353,0,0.23313880735208822,1
3087,1,0.6358390470151957,1
2461,0,0.08813261425443558,0
13543,0,0.0377483980021299,0
13697,0,0.022874975691023546,0
12519,0,0.06841818211678885,0
24307,1,0.16483499189294196,0
38119,0,0.047326116654448525,0
6979,0,0.08735758718782635,0
28942,0,0.1523311899012274,0
21982,0,0.15085550576574092,0
33336,0,0.06668493986215407,0
17705,0,0.08097953776415082,0
28936,0,0.02783539656623913,0
16110,1,0.9083657761048086,1
40173,0,0.29561384955211917,1
40227,0,0.10345284335853341,0
10911,1,0.5796200376363211,1
9234,0,0.32278723740405557,1
21087,0,0.3348385972771231,1
11703,0,0.029113355372901013,0
15537,0,0.4830605477497463,1
12308,1,0.6555971207586868,1
4194,0,0.035844100648596604,0
6633,0,0.2607701364593923,1
6032,1,0.7905953259179289,1
21579,0,0.20473244696783685,1
29307,1,0.5137736955535408,1
42098,0,0.034088159477375736,0
25148,0,0.1789326909096831,0
125,0,0.020917565904198764,0
34790,0,0.4340281858318679,1
2295,0,0.04444935110324544,0
27111,0,0.02591051243352126,0
16997,0,0.2723439947475906,1
19696,1,0.34899427828006935,1
15477,1,0.5552594034102909,1
6802,0,0.17430538598866718,0
30346,0,0.008867326089967634,0
14458,0,0.01987456415493954,0
42180,1,0.6532124419187265,1
33254,0,0.020374759154580202,0
37567,0,0.014891538156725182,0
37539,0,0.48938484419676836,1
33384,0,0.08792726807224584,0
24999,0,0.31681255348048437,1
3352,0,0.08578723577562307,0
29375,0,0.040197962724699915,0
41870,0,0.09857430276653582,0
36711,0,0.16711117560786373,0
24097,0,0.1548778228492667,0
34084,0,0.4773533307674859,1
3356,0,0.6726371325134842,1
43628,1,0.4546117275518493,1
17396,0,0.021664892094254148,0
33170,0,0.14196061707534377,0
26614,0,0.09139804435843185,0
4549,0,0.5861567152670941,1
31646,1,0.4927877946634995,1
16693,0,0.08709817118094317,0
34829,0,0.12884333779020926,0
21535,1,0.8552374242793382,1
28835,0,0.08724307787966405,0
32281,0,0.41245990306964997,1
25112,1,0.24360512930896164,1
41726,0,0.44530218457093484,1
6825,0,0.16011035837751575,0
40486,0,0.09129342601758147,0
8637,0,0.6066748151424338,1
15687,0,0.04591926752049972,0
21744,0,0.024578252425339252,0
25627,0,0.1275567545856226,0
42249,1,0.4166209734542221,1
14974,1,0.36704532699858294,1
22696,0,0.14475874029353566,0
16223,0,0.10401730596335206,0
17079,0,0.15090709818867595,0
43255,1,0.48026743164475405,1
40421,0,0.29112551241897633,1
26207,1,0.14653117530500082,0
41300,0,0.14257806748595342,0
14829,0,0.05882857829818562,0
35132,0,0.28365475931295725,1
7366,0,0.1695756716312375,0
22142,0,0.09999481990937611,0
14012,1,0.20933310366495933,1
37733,0,0.042060538162621765,0
29236,1,0.7949595273049187,1
25867,1,0.4717874404611181,1
38033,0,0.049806276269643804,0
8770,0,0.3853243549578255,1
38914,0,0.33278367843026585,1
29230,0,0.007068254788368664,0
10559,1,0.26578960447469563,1
3346,0,0.410620674799388,1
11817,0,0.09112016780295815,0
6814,0,0.09358587131128554,0
27741,0,0.027053198574374306,0
37804,0,0.15308935103483018,0
35802,0,0.0371810012525516,0
20664,0,0.15822686230793323,0
33897,0,0.06377152210991335,0
6099,1,0.35038834828575144,1
42483,1,0.7299936759587449,1
22709,0,0.23130292434598623,1
9,1,0.5447009644888998,1
19263,0,0.04278627229668949,0
17574,1,0.41601496983964675,1
17078,0,0.06769668503861323,0
24298,1,0.07721472514519921,0
576,1,0.19828786094245182,0
212,0,0.03844380523954537,0
17536,0,0.019469751820883112,0
9614,0,0.20948308800231794,1
43916,1,0.4086633269933396,1
36220,0,0.1060836153063871,0
42949,1,0.04955851154118772,0
19183,0,0.010761332452215628,0
33072,0,0.28836291303135153,1
21961,0,0.38887804889326777,1
13116,0,0.07492000765890523,0
33886,0,0.22803975465373832,1
7313,0,0.21388229493603347,1
17123,1,0.7484299529609679,1
38723,0,0.020365893958589003,0
11488,0,0.05107181419427192,0
8536,1,0.4179775670028354,1
22608,0,0.14790301019347726,0
30935,1,0.6964378951227894,1
12399,0,0.44156654788347616,1
916,0,0.09246302467582532,0
12167,0,0.22055717941025052,1
31455,0,0.22142143606624928,1
31036,0,0.07318421760836272,0
23132,0,0.482246301730216,1
8796,0,0.06634765344895588,0
40801,0,0.04344647823887725,0
39587,0,0.13048212480155336,0
43197,1,0.8490694320250924,1
41838,0,0.05080399128804787,0
11986,0,0.041344613854967925,0
19835,1,0.4732794323471949,1
14172,1,0.5593072407584377,1
15080,0,0.0355710647530996,0
9954,0,0.06307001371826436,0
31157,0,0.601733650121052,1
38784,0,0.22897317951009968,1
15431,0,0.13115630583207932,0
35033,0,0.17169468756986375,0
36124,0,0.06656236490496341,0
26465,0,0.14163156051570788,0
39001,0,0.10460306961823965,0
2,1,0.9817955097226553,1
25529,0,0.027969309029591917,0
37524,0,0.028767593154957957,0
31295,0,0.025437256940693355,0
14672,1,0.11561986071657178,0
28604,0,0.1039935870959304,0
40729,0,0.1214340048329833,0
27115,1,0.14775473283015336,0
34629,0,0.0788943130211968,0
31314,0,0.12346427108153214,0
2590,0,0.13305080601095323,0
25579,1,0.0972343094874291,0
42749,1,0.5190543051660239,1
31100,0,0.21270616763420525,1
10939,0,0.055182378548441,0
43734,1,0.817285725167934,1
6667,0,0.022358633130156524,0
22303,0,0.07347202771792129,0
7522,0,0.5786726305189226,1
21647,0,0.14526559430094654,0
32532,0,0.04937284918039013,0
42362,1,0.6487028634882251,1
19600,0,0.18539507148931475,0
20787,0,0.10161676553229913,0
40836,0,0.317902807386008,1
14120,0,0.0164177670531139,0
10739,0,0.020707580686026614,0
2052,1,0.5843437273384041,1
11760,0,0.026371790530096608,0
22721,0,0.20231295199179467,1
2985,1,0.26600832613156805,1
31239,0,0.11225593132033052,0
12667,0,0.168694899965626,0
39427,0,0.030777391051255605,0
37151,0,0.05017863113083515,0
20142,0,0.609683499663788,1
34977,0,0.5007184831061933,1
28240,0,0.2626805213080751,1
18556,1,0.2607808341263365,1
11858,0,0.05886809017018984,0
11376,0,0.3431719776144553,1
2124,0,0.14756236584960575,0
3112,1,0.31417063614955276,1
12360,1,0.3802667502727178,1
31897,0,0.012514800751649555,0
7389,0,0.5561474175171285,1
30580,1,0.526611539928125,1
12861,0,0.023096372308629154,0
42786,1,0.042999425338688044,0
1147,0,0.05832545828097876,0
21435,0,0.08667833138477771,0
10836,0,0.013291930223633935,0
20240,0,0.21473950890433152,1
12199,0,0.012209146186636875,0
26431,0,0.05966748112778629,0
21110,0,0.04646103625742346,0
13177,0,0.01391005002883257,0
27893,1,0.9235659846196543,1
20031,1,0.14853905725849278,0
24768,0,0.4433813772260255,1
22435,0,0.14895467467818313,0
40511,0,0.060785048240187926,0
22741,0,0.12080539433066416,0
30512,1,0.5268752751639924,1
4428,0,0.05175542770440101,0
7482,1,0.13841753243018537,0
7391,1,0.46264040287889086,1
26154,0,0.2195871704284127,1
9890,0,0.04506630258420743,0
27794,0,0.06339661254716017,0
10322,0,0.2942036842349817,1
26872,1,0.440253924197548,1
25692,0,0.031006907438638306,0
24453,0,0.03127984772240863,0
14030,0,0.01699186448399738,0
23855,0,0.03559013534317607,0
37401,0,0.02289346136968952,0
24586,0,0.040982403980998075,0
25427,0,0.10698693000807562,0
42458,1,0.8220564692763818,1
21299,1,0.8170660492258451,1
17345,1,0.13907397607936386,0
43658,1,0.24451255082207593,1
39257,0,0.05892778610086882,0
21560,0,0.5532350106397226,1
9161,1,0.3931837998804818,1
29809,0,0.04287196108182817,0
25783,0,0.01873418400249098,0
39876,0,0.1806460928977826,0
23482,0,0.0803470685656184,0
41759,0,0.32502348075525733,1
11712,0,0.09117696426058712,0
10880,0,0.10035472620494763,0
8116,0,0.038655945990369,0
27953,0,0.06749331006943074,0
3571,0,0.10428426929130426,0
34548,0,0.255891956410738,1
37516,0,0.38498516075999634,1
12842,0,0.02445701850689563,0
17954,0,0.010442811776186512,0
22661,1,0.45805798503614464,1
24494,0,0.191181166901849,0
18770,1,0.07466086521709422,0
38580,0,0.053419337167098936,0
4188,0,0.22538345685736272,1
11484,0,0.1923513084513758,0
9804,1,0.45271892950533976,1
44994,1,0.8279807205428042,1
7237,0,0.02026584477453869,0
24169,0,0.018452443193826742,0
25099,0,0.01863072646655979,0
41901,0,0.08766465745566616,0
24054,1,0.7823447122975883,1
21851,0,0.3167012667657532,1
5572,0,0.09378963304316326,0
18632,0,0.2939157604471958,1
4216,0,0.1464175532108994,0
29699,0,0.2016404390651256,1
8778,1,0.02497041979065508,0
14453,0,0.10685340813583447,0
21286,1,0.06697900502696687,0
8184,1,0.894200595389136,1
41493,0,0.026762672148022446,0
31173,0,0.10138360578752717,0
6377,0,0.021232362869291577,0
1889,1,0.01643099127084369,0
7357,1,0.13666701116769134,0
17817,0,0.13740507697501667,0
37965,0,0.050457553933267674,0
16695,0,0.10995599733696655,0
8518,0,0.3179285303800621,1
38814,0,0.26808513198011324,1
6911,0,0.06034121054570163,0
42366,1,0.015221562446727796,0
21746,0,0.018997412782817965,0
16159,0,0.0705319744238983,0
34956,0,0.32680199288994527,1
15511,0,0.1532410370678368,0
28008,0,0.025226382181206184,0
14256,0,0.13076348856792577,0
23101,0,0.05973124189757519,0
16438,0,0.08825557077303378,0
16420,0,0.006863783662750747,0
7306,0,0.09488593927868845,0
19718,0,0.5940557136928495,1
5392,0,0.22967958516941314,1
37808,0,0.1788165293656237,0
25042,0,0.028049874683223244,0
25207,0,0.06833868693742445,0
41789,0,0.1535957729722781,0
20678,0,0.06400036010952659,0
5637,1,0.01604464520172033,0
9382,0,0.10490856903033664,0
7249,1,0.7519397223363512,1
5716,0,0.1409403922805793,0
22038,0,0.10095624077378768,0
34537,0,0.011069720356297682,0
17873,1,0.037990754941392486,0
1298,0,0.0665959873166783,0
39036,0,0.3299194461576504,1
24407,0,0.24061089501685062,1
30394,0,0.12094773302631463,0
34893,0,0.061141578898223685,0
43305,1,0.30091655912977133,1
5321,0,0.5076762998193519,1
8446,0,0.16671373512729437,0
9697,0,0.07507454583260735,0
1790,0,0.2075834339814561,1
37449,0,0.033903263523510974,0
120,1,0.7200461775534289,1
9838,0,0.22601959552107093,1
26016,0,0.12241563769080285,0
36702,0,0.20783010131356744,1
19159,0,0.05707931250569453,0
10435,1,0.322656603939525,1
41556,0,0.03651836984948377,0
29262,1,0.08989841741278479,0
21375,0,0.2776100783022235,1
12601,1,0.28593319778907,1
10441,1,0.837095145697345,1
20690,0,0.21577331962619,1
6718,0,0.09073028798928402,0
38223,0,0.534525339449915,1
8825,0,0.44519523087435736,1
38084,0,0.12755894550008265,0
24611,0,0.045788483098144844,0
38632,0,0.20418606210184745,1
8960,0,0.07102210231215722,0
28,1,0.4023346543093663,1
2234,0,0.4229744248387645,1
5549,0,0.027345507779393322,0
10247,0,0.026438547472004834,0
5192,0,0.22919983004967417,1
10631,0,0.01512558896115207,0
22667,0,0.4706830599667847,1
6571,0,0.17370008522595776,0
15021,0,0.014202828727740785,0
8129,0,0.6040601443829614,1
9025,0,0.14441563949678593,0
10991,0,0.23566203456849022,1
6927,0,0.05104288483255106,0
4154,0,0.051023794745301575,0
41765,0,0.1518155047760382,0
6694,0,0.039021508009087845,0
19110,1,0.0207577499196677,0
41069,0,0.13701155347039295,0
35222,0,0.09734547469296159,0
19994,0,0.02349117730421318,0
27264,0,0.021370520296998652,0
39561,0,0.3237905081673145,1
25950,0,0.12297174633119332,0
154,1,0.6061340277237952,1
13916,0,0.028184475865918306,0
20683,0,0.022319625133964946,0
13285,1,0.6729957305266576,1
37229,0,0.3361432570252012,1
37140,0,0.014618414561751485,0
33155,0,0.12118616518300941,0
30561,0,0.141966489150117,0
36478,0,0.13942854370981894,0
17940,0,0.012891873640167492,0
32961,0,0.1384002489961197,0
36370,0,0.22443191907277693,1
21917,0,0.07018481890263241,0
34574,0,0.28611394797825296,1
1940,0,0.06100051063531794,0
16059,0,0.01810289623560727,0
19193,1,0.5640027249785293,1
29311,0,0.07671422335341663,0
42176,1,0.8881207665125984,1
32957,0,0.39976090971166894,1
9646,1,0.475621015709926,1
33950,0,0.20042197855965568,1
40508,0,0.10192250188660364,0
24387,0,0.1887802092102941,0
34687,0,0.0311106560741469,0
33542,0,0.038803158583508045,0
23357,0,0.19222334556059248,0
29029,1,0.3105385474467795,1
20472,0,0.36369675989290046,1
15298,0,0.01602393512348832,0
2097,1,0.13422039034802827,0
14137,0,0.10932931082931022,0
2594,0,0.2666586406192666,1
43145,1,0.5584387686386503,1
25554,0,0.07379999986775067,0
13663,0,0.016889701059824295,0
29957,0,0.18231092242435817,0
25733,0,0.012302919365535434,0
40860,0,0.05020663200431215,0
1555,0,0.027280153611364,0
44241,1,0.6831778080894806,1
19883,0,0.29628028588048044,1
30430,0,0.12025236044594403,0
43906,1,0.2620095320530824,1
41561,0,0.1762281056166706,0
7591,0,0.14909888831251822,0
24000,0,0.02984307150514408,0
35832,0,0.08975341641425796,0
3841,0,0.11653727990674956,0
13475,0,0.0711033210684435,0
6319,0,0.20141577576825442,1
35731,0,0.07283927200348315,0
32850,0,0.04218062971474271,0
40727,0,0.21473296250240503,1
7242,0,0.10268874701567307,0
4713,1,0.709826706560473,1
4862,0,0.2376269821823247,1
40174,0,0.08121638236045929,0
16746,0,0.6772389110628465,1
22993,0,0.27875149658162,1
17222,0,0.07850473097166831,0
16570,0,0.015308203330525709,0
4424,1,0.5716964526803077,1
40708,0,0.2358341155640671,1
40575,0,0.2654621581046249,1
6972,0,0.1324795503532421,0
17736,1,0.6248799371538176,1
26513,1,0.42439697245732017,1
6591,0,0.13748878044811935,0
17578,0,0.216257105527924,1
37247,0,0.1280082874435929,0
26960,0,0.5480349460032315,1
9550,0,0.3995855220615569,1
13963,0,0.0761705354330456,0
13154,0,0.18187622436025325,0
12378,0,0.14164267404817163,0
18067,0,0.06327091051817658,0
7746,0,0.2617430054047503,1
33414,0,0.22710104809023896,1
2751,0,0.22741188599432385,1
5380,0,0.02999775713078481,0
29743,0,0.01919382274051026,0
25621,0,0.06920799566002345,0
25357,1,0.07121810743588436,0
9790,0,0.2344713542950168,1
43826,1,0.777236042097418,1
8628,0,0.6144605458389382,1
35198,0,0.19393395129784147,0
13986,0,0.13645748718900394,0
16305,0,0.04635051000388062,0
29407,0,0.3845500544918919,1
122,1,0.7086100588743277,1
28618,0,0.021453526965722315,0
39599,0,0.07140065268618666,0
27418,0,0.01459857015039808,0
36948,0,0.035618552207169654,0
5120,0,0.1434510420537373,0
21720,0,0.061303305166266864,0
40002,0,0.3463960639385378,1
18703,1,0.6928788170990005,1
40657,0,0.02287497273489217,0
26680,0,0.05138416329425456,0
1495,0,0.020232232419508302,0
9450,0,0.06387208668753651,0
37149,0,0.679275203874839,1
39408,0,0.03733853534606001,0
19308,0,0.07928200187969778,0
25768,0,0.27013437986825417,1
2770,0,0.07107344525677199,0
11764,0,0.12130202165285996,0
30002,0,0.2311560279253609,1
38570,0,0.3180160136966773,1
21981,0,0.04188106757629993,0
9961,0,0.013429119325404481,0
3425,1,0.1587958997143107,0
34227,0,0.09682914299760131,0
22360,0,0.1501017404691538,0
16839,0,0.7957784124042576,1
17358,0,0.3017541289219021,1
39828,0,0.04350615126548977,0
27393,0,0.013139648155765167,0
28995,1,0.4598723605077382,1
2771,0,0.20320816442426864,1
5459,0,0.027443573710061068,0
26084,1,0.8293863449823288,1
679,0,0.2665817442499494,1
12541,0,0.014495972606054447,0
247,0,0.26766702947793874,1
25460,0,0.01127249200624268,0
16195,0,0.4557382381938455,1
26628,0,0.053518299166836904,0
32897,0,0.05386495911326885,0
32122,0,0.30492543819766255,1
19656,0,0.04169661995036987,0
41494,0,0.07232062899741591,0
39702,0,0.09456581085905115,0
9559,0,0.07695122015999395,0
29239,0,0.13222722523577404,0
9958,0,0.044003859211669015,0
17378,1,0.239808842714606,1
5019,0,0.04715213667683742,0
12935,0,0.10026959017936014,0
29946,0,0.043176733503530094,0
43367,1,0.15804994228250552,0
2823,0,0.09401862912451543,0
17793,0,0.8826191974515206,1
41320,0,0.0599132818440302,0
27054,1,0.20737585371687395,1
37916,0,0.1549268107256192,0
22900,0,0.11071991278935768,0
4815,0,0.22485593440325688,1
9887,0,0.1882769368200575,0
11470,0,0.02651280771312094,0
31235,0,0.5685877922026484,1
5714,0,0.3521571903391898,1
9568,0,0.14089356599093772,0
35025,0,0.16682676860709475,0
44209,1,0.45834079108264136,1
24016,0,0.08472510036201288,0
37573,0,0.03310115099619464,0
39206,0,0.010235436681884263,0
22887,0,0.12473509422405106,0
2776,0,0.2321062930369196,1
35380,0,0.07707398862541007,0
38600,0,0.4151179751309088,1
9918,0,0.09589944945312205,0
12666,0,0.13174499565535364,0
12492,0,0.4081693315655341,1
31850,1,0.4791137703898586,1
34091,0,0.011825088780616066,0
35215,0,0.25081106903927664,1
1692,1,0.042313868377206944,0
40047,0,0.12964846745131758,0
42238,1,0.7420552774629293,1
44747,1,0.0705428373674769,0
28186,0,0.10993055023963601,0
25443,0,0.2391434662330425,1
16868,1,0.39955561694181313,1
4736,1,0.4276357911825852,1
28456,0,0.01808068699088493,0
28206,0,0.862602688225511,1
36298,0,0.18679488973109737,0
43043,1,0.06486298171480961,0
29861,0,0.1582094236799939,0
9653,0,0.06739501058608699,0
28766,0,0.015424678146772775,0
13118,0,0.19871256549478264,0
19408,0,0.08388914491386405,0
18755,1,0.8458124205867712,1
19073,0,0.13876791415969295,0
521,1,0.4858652824258823,1
24214,0,0.03333880573856456,0
15340,0,0.043009156901967,0
38031,0,0.08109753545616868,0
1962,0,0.10264537691501797,0
1015,0,0.3948898327306942,1
11147,0,0.06603775025328922,0
18654,0,0.09026846758237604,0
416,1,0.17513660387929833,0
24012,1,0.733783087912614,1
37880,0,0.2874389227108969,1
17369,0,0.13055229324291795,0
1154,1,0.6296780942045948,1
25222,0,0.10444725123559728,0
42438,1,0.9000667837452678,1
27087,0,0.012811357790666939,0
11561,1,0.38625093123386645,1
17886,0,0.09638389801749775,0
25404,0,0.14901068521862618,0
10971,0,0.11954476078239444,0
2239,0,0.05020015327813608,0
23881,0,0.03130072219255603,0
24119,0,0.010944143475496668,0
25040,1,0.8767836417528162,1
41265,0,0.0878374353019389,0
9962,0,0.16883669759461553,0
25155,0,0.18999699382141233,0
14409,0,0.06342145523082206,0
748,1,0.3247549129790763,1
35613,0,0.08737770493780952,0
4276,0,0.03407900236548119,0
23880,1,0.6755170110932268,1
32473,1,0.5698827954992361,1
29802,0,0.22839025793915238,1
13627,0,0.07439893978168827,0
12030,0,0.021006742342956543,0
26894,0,0.06092269873776357,0
3482,1,0.181213655194559,0
32613,0,0.06788896843527505,0
10109,0,0.10043794631585024,0
8831,0,0.07366511892545954,0
11562,0,0.02860090439217486,0
44811,1,0.20463441517942707,1
33908,0,0.05584183637415469,0
17734,0,0.03494757828101591,0
13872,0,0.24432565392982478,1
29106,1,0.5910003163272782,1
10229,0,0.06254992383336787,0
44780,1,0.23988669574282467,1
30272,0,0.3396607290344924,1
16022,0,0.1971868095724117,0
35417,0,0.07197290170928683,0
8434,0,0.042872714047131694,0
17876,0,0.11396597660457994,0
22683,0,0.019034589875949554,0
11373,0,0.17483465127104786,0
13968,0,0.07854616983247946,0
7133,0,0.09733898482277145,0
1097,1,0.6756094606759211,1
35709,0,0.18811009951744598,0
14248,0,0.11838893435655935,0
13330,0,0.01844940508154075,0
27006,0,0.04674306261751935,0
26432,1,0.5891271683471866,1
22405,0,0.049952969384286,0
25833,0,0.036202719143195186,0
21803,0,0.10733102421051312,0
12083,0,0.05599253386439989,0
37212,0,0.42855079093233983,1
42867,1,0.23369280818176935,1
8795,0,0.32932253267861905,1
28023,1,0.4616430621522356,1
39937,0,0.1333888424656916,0
3643,1,0.2533563082874775,1
27817,0,0.010136686826552705,0
44366,1,0.723987758575892,1
23509,0,0.040877396598963535,0
37106,0,0.04163911389546638,0
40570,0,0.2166282876284699,1
2793,0,0.08409653092898998,0
17001,0,0.8431609469341407,1
44578,1,0.10412531626975174,0
8677,0,0.4142897402741104,1
37033,0,0.11020199735491919,0
31825,0,0.039434771093526,0
13606,0,0.07785502213455595,0
14420,0,0.013247900794348386,0
21635,0,0.05417719305055734,0
27819,0,0.05716527802690799,0
42276,1,0.4093804644962045,1
44410,1,0.20104152782742546,1
44877,1,0.7633776591430822,1
14621,1,0.3678711570343442,1
38349,0,0.08876234869098698,0
43073,1,0.4231413028530845,1
34689,0,0.04430271482628923,0
39735,0,0.24075955612012137,1
21270,0,0.07969494213687642,0
38549,0,0.1644768465997473,0
37828,0,0.2778428679393149,1
17555,0,0.13963684731691178,0
42056,0,0.30985912381786507,1
4346,0,0.19298190843125823,0
33966,0,0.4745610503574549,1
10218,0,0.029972211883415534,0
5287,0,0.08474974454401052,0
1393,0,0.01319523896459746,0
42738,1,0.8790899594461395,1
3600,0,0.6066615996483488,1
13079,0,0.02246298055614647,0
11872,0,0.08968202463356018,0
34918,0,0.21874197437743423,1
15828,0,0.05381000280757938,0
15409,0,0.08824411364182413,0
17653,0,0.17982514552831302,0
1669,0,0.014153268601346573,0
33687,0,0.08374755827640941,0
28990,0,0.1859066040369047,0
22590,0,0.009629839140851474,0
43831,1,0.2644677856177128,1
9978,0,0.6420631644684816,1
14379,0,0.03389343179990337,0
44642,1,0.8835799935937817,1
469,1,0.9645207495153691,1
14983,0,0.10548064718902782,0
18962,1,0.4373743975003559,1
25872,1,0.3006829579466231,1
30143,0,0.03806773704487188,0
12964,0,0.07699932206782409,0
27863,1,0.12484228523691153,0
21307,0,0.12498780681232763,0
29748,0,0.11942521897897797,0
28036,0,0.016054797604035335,0
18477,0,0.013277723328011894,0
6325,1,0.7321188803625382,1
17314,0,0.12013203670004464,0
41806,0,0.011238221047836967,0
4236,0,0.02651322330332959,0
43739,1,0.24610685253397183,1
2737,0,0.05687351394940111,0
38536,0,0.21295775285084878,1
27322,1,0.011346226243653456,0
19715,0,0.19154213025389738,0
37200,0,0.05674502467930478,0
41366,0,0.19278423127088232,0
25525,1,0.34334546662233595,1
21129,0,0.07502587822650468,0
34991,0,0.18084698527569357,0
33325,0,0.1099461938198711,0
28149,0,0.5750930398664772,1
19831,0,0.12421517221269375,0
13169,0,0.05491432083093199,0
43678,1,0.8028679335833212,1
204,1,0.34427530930331,1
19138,0,0.11952107775334168,0
16024,0,0.14369108819537466,0
8662,0,0.6286252160069139,1
27767,0,0.015251618999585268,0
37047,0,0.1408536071559382,0
44216,1,0.6449784345134549,1
30619,0,0.024938417872399213,0
28027,0,0.020688426413201892,0
2521,1,0.19498884491762955,0
44416,1,0.6882916407472932,1
32361,0,0.0837339111892284,0
10224,0,0.05270174990917337,0
13587,1,0.733770808194554,1
25032,0,0.4728757243557544,1
370,0,0.16025690465658066,0
29527,1,0.05399780522324784,0
28235,0,0.06521616733269438,0
1541,0,0.06795990383124366,0
31736,0,0.05454232586762403,0
4716,0,0.27887097787019427,1
16367,0,0.16954266242025817,0
1902,1,0.1356540916103797,0
29285,1,0.689238056611299,1
39679,0,0.11920442160504799,0
38500,0,0.0288554453082914,0
44585,1,0.03782834954487191,0
14374,0,0.04823121787718817,0
21788,0,0.05373863661075541,0
22573,0,0.027914680010332534,0
2891,0,0.2323071316311654,1
16510,0,0.17820611787481513,0
28759,1,0.8284073580513689,1
2285,0,0.059968283967825435,0
8893,0,0.019811308076470396,0
30240,0,0.06418472306059007,0
5913,1,0.9140856756181022,1
27357,1,0.016720256426427615,0
6524,0,0.03699680635185952,0
22429,0,0.18670733124084807,0
40374,0,0.07714533787701736,0
10701,0,0.01385942351122964,0
25637,1,0.1693870799816133,0
16202,0,0.023953545256499027,0
20454,0,0.3093233054429435,1
22232,0,0.5117435089762851,1
24800,0,0.06697674873003107,0
18952,0,0.44107534013922434,1
28567,0,0.05608262990897534,0
16645,0,0.0842092000193308,0
30770,0,0.6288256633877085,1
6205,0,0.0438669437047943,0
16722,0,0.06310212444971312,0
34851,0,0.14553991922879675,0
12807,0,0.07985743577752683,0
28166,0,0.06935036576177853,0
34876,0,0.04195374099087283,0
15891,0,0.010388390594087854,0
5723,0,0.21108373156643237,1
6646,0,0.03715159709929952,0
33875,0,0.05924653692906008,0
36566,0,0.1384652166482446,0
38538,0,0.24204648030391093,1
20152,0,0.030241991779584133,0
32539,1,0.027476261569307794,0
42323,1,0.6356662453387895,1
